age,job_type,risk_preference,current_asset,monthly_income,monthly_expense,monthly_cashflow,goal_amount,goal_months,expected_return,future_asset,shortage_amount,achievable
48,employee,medium,7558736,3486920,2676963,809957,10000,29,0.0461,33244586,0,1
37,employee,high,33396385,3674670,1634420,2040250,10000,36,0.0948,128907888,0,1
20,student,high,0,0,0,0,1678000,61,0.0883,0,1678000,0
22,student,medium,0,370874,233531,137343,10000,77,0.0405,12053657,0,1
21,student,low,3171254,0,728802,-728802,299000,7,0.0199,0,299000,0
42,employee,medium,32539304,4225901,3033418,1192483,10000,19,0.0367,57774823,0,1
30,freelancer,high,0,0,0,0,1612000,63,0.0793,0,1612000,0
25,student,high,963039,0,356906,-356906,10000,54,0.091,0,10000,0
22,student,low,2204357,348770,282182,66588,782000,58,0.0214,6509438,0,1
35,employee,high,12381452,2606136,1068418,1537718,852000,66,0.065,139294270,0,1
40,freelancer,low,22336899,0,12317347,-12317347,10000,38,0.0147,0,10000,0
23,student,medium,1897197,1025909,728739,297170,217000,75,0.0454,28233865,0,1
26,student,medium,652948,896453,470261,426192,194000,69,0.0305,32876973,0,1
24,student,medium,8145224,0,3027036,-3027036,690000,29,0.059,0,690000,0
32,employee,medium,28934241,3286697,1757067,1529630,10000,9,0.0324,43561275,0,1
23,student,low,3253620,663771,564804,98967,10000,77,0.0266,12157874,0,1
28,freelancer,high,15130941,0,9078564,-9078564,223000,26,0.0774,0,223000,0
41,self_employed,low,31265085,1234408,694836,539572,596000,62,0.0248,71186494,0,1
20,student,medium,1682566,0,381625,-381625,349000,63,0.0496,0,349000,0
36,freelancer,high,7313176,2525669,890018,1635651,10000,10,0.0885,24780935,0,1
24,student,medium,2713732,1030268,1111821,-81553,2023000,36,0.0414,0,2023000,0
40,freelancer,medium,24046333,4102153,2525023,1577130,671000,37,0.0474,90523042,0,1
27,self_employed,medium,0,1975450,1613087,362363,1128000,35,0.0455,13535367,0,1
21,student,low,0,134957,125974,8983,10000,62,0.0205,586982,0,1
25,employee,medium,42406125,4223662,2439718,1783944,276000,35,0.0355,112707907,0,1
35,professional,low,31633575,5806708,3331881,2474827,33000,55,0.0243,179187468,0,1
22,student,low,796450,583553,344540,239013,997000,71,0.0276,19348739,0,1
36,freelancer,high,0,0,0,0,10000,30,0.0643,0,10000,0
38,self_employed,medium,17780058,3994401,2318381,1676020,641000,35,0.0467,83082178,0,1
21,student,low,6781251,0,242594,-242594,10000,75,0.0171,0,10000,0
22,employee,medium,11012586,3807857,2414523,1393334,393000,102,0.0495,193006566,0,1
32,freelancer,low,13432291,885869,835521,50348,10000,58,0.0206,17905022,0,1
49,self_employed,high,19789123,0,6353863,-6353863,1235000,63,0.0611,0,1235000,0
29,employee,high,3038444,0,50308,-50308,1811000,56,0.0663,845515,965485,0
28,employee,low,21535825,3079104,1824977,1254127,10000,52,0.0165,90685371,0,1
23,student,low,0,1248969,1327142,-78173,439000,72,0.0266,0,439000,0
21,student,low,1636625,0,905664,-905664,1652000,65,0.019,0,1652000,0
24,student,medium,0,0,0,0,10000,60,0.0483,0,10000,0
21,student,high,4233262,0,326801,-326801,1100000,27,0.0757,0,1100000,0
38,employee,medium,615578,3170042,1485330,1684712,758000,37,0.0532,68300935,0,1
38,self_employed,low,16508117,1354464,726829,627635,10000,64,0.0107,58795088,0,1
27,employee,high,22674423,3061128,2177057,884071,805000,52,0.0679,83682247,0,1
43,self_employed,high,43479268,500610,321298,179312,1328000,38,0.0861,64853185,0,1
43,employee,low,26580744,3125428,2027908,1097520,10000,98,0.0291,154949597,0,1
32,employee,medium,30745869,4695321,3010616,1684705,1580000,79,0.0349,188054077,0,1
51,employee,medium,0,1932139,1424815,507324,706000,1,0.0398,507324,198676,0
45,employee,low,15721179,4486480,2822431,1664049,10000,17,0.0245,45031474,0,1
22,employee,low,0,3176079,1970182,1205897,10000,31,0.0151,38097066,0,1
22,student,high,6971221,977709,787973,189736,1776000,25,0.0824,13427583,0,1
36,employee,high,8815227,3822087,2329062,1493025,10000,74,0.0778,155431842,0,1
40,employee,low,23537378,3236667,1989417,1247250,443000,42,0.0259,80538646,0,1
34,employee,medium,20672852,4516549,3716859,799690,10000,48,0.0477,67208625,0,1
24,self_employed,medium,0,0,0,0,146000,36,0.0596,0,146000,0
41,professional,low,38578339,3661449,2547436,1114013,843000,61,0.0276,117244847,0,1
19,student,medium,0,0,0,0,102000,54,0.0537,0,102000,0
42,freelancer,high,0,3997209,2677082,1320127,10000,25,0.0669,35308420,0,1
25,student,medium,7304325,1901737,1483589,418148,10000,33,0.0336,22445717,0,1
22,student,low,5016517,0,1537311,-1537311,1584000,52,0.0279,0,1584000,0
45,employee,medium,24396817,3903685,2742372,1161313,320000,59,0.0579,111455579,0,1
29,self_employed,high,0,0,0,0,2527000,55,0.0744,0,2527000,0
31,employee,low,21861411,4013159,2027835,1985324,1975000,36,0.0242,97558504,0,1
50,self_employed,medium,6580825,6488216,6808790,-320574,10000,68,0.0478,0,10000,0
34,employee,medium,14577846,4111075,2819908,1291167,10000,59,0.0496,104665248,0,1
43,self_employed,medium,0,1397086,872072,525014,1060000,63,0.0378,36522764,0,1
24,student,medium,0,0,0,0,1337000,73,0.0409,0,1337000,0
24,student,low,4588600,559961,410235,149726,10000,36,0.0146,10300419,0,1
33,employee,low,1091463,2507375,1582261,925114,117000,55,0.0124,53482382,0,1
34,employee,low,22325983,2982548,1946991,1035557,716000,22,0.0174,46181621,0,1
22,freelancer,medium,4481277,2845225,2925550,-80325,43000,64,0.0444,0,43000,0
20,student,low,3592713,0,2155627,-2155627,10000,19,0.019,0,10000,0
20,student,medium,3596608,0,1742398,-1742398,696000,4,0.0347,0,696000,0
44,professional,low,43667181,7312953,3785808,3527145,225000,35,0.0236,174443773,0,1
25,employee,low,18094564,2270165,1096751,1173414,111000,30,0.0219,55261938,0,1
32,self_employed,high,46049061,2869711,1737609,1132102,392000,51,0.099,141438668,0,1
44,self_employed,low,12629410,2150564,1265613,884951,10000,84,0.024,95794443,0,1
40,self_employed,medium,0,8004853,7149813,855040,10000,38,0.041,34632035,0,1
34,employee,low,21445974,4574542,3177666,1396876,10000,9,0.0104,34229388,0,1
21,student,high,5664888,0,1625219,-1625219,10000,64,0.0906,0,10000,0
21,student,medium,0,0,0,0,399000,43,0.0378,0,399000,0
39,professional,medium,32684525,1483285,853865,629420,10000,39,0.0346,62509855,0,1
21,student,low,397902,0,145428,-145428,1202000,80,0.0251,0,1202000,0
35,employee,medium,35648801,1736754,1313985,422769,900000,64,0.0447,75716999,0,1
28,employee,medium,28109380,2440980,1723662,717318,637000,67,0.0531,93587041,0,1
31,professional,low,8051150,5535848,4085389,1450459,144000,47,0.0274,80839620,0,1
21,student,high,0,0,0,0,10000,106,0.0976,0,10000,0
53,freelancer,high,5238513,4322370,3313372,1008998,175000,35,0.0959,47484395,0,1
32,professional,medium,41193806,4129088,1893168,2235920,88000,7,0.0356,57848344,0,1
32,employee,medium,20006344,2840941,2104442,736499,1314000,32,0.0598,48938340,0,1
19,student,medium,7193428,0,836846,-836846,188000,36,0.0362,0,188000,0
24,student,medium,1788295,1773645,1077473,696172,1451000,48,0.0482,38941556,0,1
30,employee,medium,15837522,3324175,2089605,1234570,10000,46,0.031,78052973,0,1
23,student,high,0,1241717,563297,678420,1064000,28,0.0787,20777236,0,1
21,student,medium,2045854,911444,463935,447509,10000,28,0.0599,15764256,0,1
27,self_employed,low,39317134,0,14172686,-14172686,1669000,6,0.0135,0,1669000,0
37,freelancer,high,16501200,3471503,2497671,973832,10000,42,0.0617,65990367,0,1
34,employee,high,7155365,3510498,1870444,1640054,2115000,72,0.0921,169276973,0,1
22,student,high,0,0,0,0,1781000,94,0.0855,0,1781000,0
39,employee,low,3245619,3318466,2508287,810179,10000,1,0.0234,4062127,0,1
20,student,medium,4025190,694513,432702,261811,180000,38,0.0389,15121292,0,1
19,student,low,6781626,2152354,1850917,301437,102000,38,0.0176,18940975,0,1
30,employee,low,25771211,2890702,1642767,1247935,352000,45,0.0297,88129636,0,1
21,student,medium,1319571,0,336392,-336392,10000,14,0.0405,0,10000,0
21,student,high,0,593016,395217,197799,2310000,67,0.06,15696299,0,1
26,employee,low,26826493,3550851,2539576,1011275,1675000,50,0.0138,80428242,0,1
32,self_employed,low,37412044,2637024,2059028,577996,351000,118,0.0175,118796062,0,1
41,employee,low,10935015,3319728,1610933,1708795,616000,75,0.0244,151031040,0,1
22,employee,low,13016238,3614384,2356844,1257540,1590000,35,0.0122,58270678,0,1
27,student,high,0,688010,612067,75943,10000,50,0.0921,4607336,0,1
23,student,low,1775951,548459,393086,155373,792000,29,0.0179,6455591,0,1
36,professional,low,9327040,6840580,3555427,3285153,676000,40,0.0138,144162134,0,1
31,employee,medium,14740948,2545237,1810067,735170,609000,59,0.0335,64456683,0,1
26,student,low,3957256,1126989,902485,224504,1809000,52,0.0103,16071225,0,1
22,student,medium,6130669,0,1243897,-1243897,1172000,36,0.0367,0,1172000,0
22,freelancer,medium,32325369,3455413,2761163,694250,2009000,32,0.0518,60871307,0,1
25,employee,high,10747547,2684216,1339679,1344537,755000,50,0.0688,91901608,0,1
24,student,medium,2920364,0,954547,-954547,50000,55,0.0497,0,50000,0
53,professional,high,37028390,3774782,1709598,2065184,812000,70,0.0759,238725164,0,1
40,self_employed,medium,13136789,0,0,0,653000,61,0.0397,16068999,0,1
29,freelancer,medium,7946093,2195502,1337038,858464,1172000,37,0.0471,43298968,0,1
37,employee,low,25823763,3230123,1734896,1495227,1062000,43,0.0196,94251186,0,1
35,employee,medium,18016440,0,3051825,-3051825,588000,107,0.0396,0,588000,0
39,freelancer,high,35932685,0,15801890,-15801890,1099000,29,0.0695,0,1099000,0
22,student,low,2201965,1710319,1526874,183445,10000,48,0.0192,11522306,0,1
41,self_employed,high,57865032,0,2040206,-2040206,10000,56,0.0796,0,10000,0
38,employee,low,463630,4077803,2587586,1490217,10000,60,0.0177,93923420,0,1
45,self_employed,high,49360958,4546367,3422973,1123394,10000,61,0.0895,164041389,0,1
26,student,high,1274916,0,558905,-558905,10000,51,0.0978,0,10000,0
31,employee,medium,0,1944630,854508,1090122,10000,50,0.0451,59840580,0,1
39,employee,high,32707029,3522707,1692830,1829877,1383000,62,0.0671,181370885,0,1
37,self_employed,medium,54199585,4644850,3532272,1112578,10000,68,0.0539,161761292,0,1
39,freelancer,low,23211397,0,7382953,-7382953,14000,57,0.0221,0,14000,0
22,student,low,0,0,0,0,1847000,61,0.0258,0,1847000,0
30,freelancer,high,3823285,0,1001906,-1001906,913000,45,0.0947,0,913000,0
22,student,low,227379,0,16001,-16001,1386000,65,0.0159,0,1386000,0
23,freelancer,medium,18830227,0,10664562,-10664562,10000,18,0.0469,0,10000,0
19,student,medium,6447879,980613,400602,580011,2598000,53,0.0498,42334644,0,1
24,student,low,3936111,1703018,901002,802016,128000,13,0.0297,14647104,0,1
25,freelancer,high,25071714,3802828,2551550,1251278,1744000,66,0.0659,135199357,0,1
22,student,low,0,1811936,1085393,726543,551000,22,0.0221,16296864,0,1
37,self_employed,medium,0,0,0,0,721000,50,0.0307,0,721000,0
40,employee,low,3439853,2986173,1536899,1449274,1249000,66,0.0111,102241501,0,1
30,professional,medium,11273021,4677259,3659494,1017765,1064000,74,0.0471,102259439,0,1
22,student,low,4118859,0,706589,-706589,652000,40,0.0281,0,652000,0
23,employee,low,25406834,2934940,1941158,993782,1335000,65,0.0249,98149419,0,1
28,employee,medium,11281540,3917199,2321464,1595735,10000,28,0.0489,59869776,0,1
35,employee,medium,30825067,4924650,3316200,1608450,109000,90,0.0363,206550199,0,1
36,freelancer,medium,0,2595675,1682188,913487,571000,62,0.0305,61258482,0,1
33,employee,medium,13606385,2569979,1556777,1013202,917000,37,0.0316,54318177,0,1
37,freelancer,high,20709745,2520485,1795210,725275,413000,67,0.0607,86710203,0,1
24,student,low,8446369,0,3792247,-3792247,822000,34,0.0265,0,822000,0
23,student,medium,1111880,0,640043,-640043,2567000,28,0.0303,0,2567000,0
21,student,low,0,0,0,0,10000,5,0.0204,0,10000,0
24,professional,medium,0,6632028,4971476,1660552,1058000,51,0.0322,90626532,0,1
30,freelancer,medium,0,0,0,0,346000,53,0.0437,0,346000,0
32,employee,low,20238310,4569951,2356231,2213720,843000,62,0.0124,163243732,0,1
38,self_employed,medium,17406955,0,10444173,-10444173,10000,42,0.0542,0,10000,0
25,professional,medium,58246625,4775377,3359569,1415808,1777000,73,0.0475,197279693,0,1
19,student,medium,3771858,0,1388561,-1388561,1078000,36,0.0483,0,1078000,0
29,freelancer,medium,6392231,2119177,1546509,572668,998000,61,0.03,45130210,0,1
23,student,medium,4023383,0,1231258,-1231258,10000,36,0.0395,0,10000,0
20,student,low,4442587,0,2665552,-2665552,10000,72,0.0244,0,10000,0
23,student,medium,3033736,950689,606767,343922,3174000,81,0.0509,37433219,0,1
39,professional,low,18239343,2192946,1514706,678240,10000,50,0.0273,56306883,0,1
22,student,low,40210,0,18028,-18028,1290000,39,0.0289,0,1290000,0
25,student,medium,3087305,438063,294492,143571,215000,51,0.0573,12204769,0,1
35,self_employed,medium,19052967,3473926,1909891,1564035,123000,25,0.05,62259957,0,1
46,self_employed,low,4582494,4328956,2526782,1802174,966000,17,0.0244,35883921,0,1
22,student,medium,4639113,0,824880,-824880,1113000,19,0.0493,0,1113000,0
48,self_employed,high,13171438,3665912,3067433,598479,909000,38,0.087,43407615,0,1
21,student,low,0,348850,228448,120402,2748000,54,0.0128,6688934,0,1
22,student,high,0,1514906,1221309,293597,247000,86,0.0879,34999604,0,1
23,student,high,4382782,0,473333,-473333,45000,47,0.0761,0,45000,0
24,self_employed,high,8580261,940012,706555,233457,1336000,50,0.097,27147009,0,1
33,employee,medium,28425591,3754636,2058001,1696635,80000,39,0.0377,102400575,0,1
24,self_employed,low,0,6043240,3735624,2307616,527000,80,0.0211,198037720,0,1
22,employee,medium,25687774,2609898,1755435,854463,1472000,35,0.0521,62116317,0,1
30,freelancer,low,24380177,3479513,1943006,1536507,1001000,40,0.0288,91259651,0,1
29,employee,medium,25150991,3435641,2286185,1149456,528000,14,0.0546,43378453,0,1
22,student,low,2912829,0,659201,-659201,2802000,84,0.0103,0,2802000,0
22,student,medium,5785088,250118,240458,9660,98000,46,0.0504,7504258,0,1
22,student,low,6926156,1592162,1258326,333836,10000,36,0.0232,19858651,0,1
39,self_employed,low,4796636,6429383,3531782,2897601,324000,51,0.0187,158877224,0,1
39,employee,low,0,4327123,3456597,870526,2258000,54,0.0185,48981237,0,1
21,student,medium,64865,0,1265,-1265,10000,55,0.0356,891,9109,0
22,student,medium,3994960,0,751035,-751035,137000,26,0.0443,0,137000,0
41,employee,medium,33769933,3710822,1353937,2356885,10000,81,0.0531,277289136,0,1
23,student,low,6144156,1565154,784764,780390,1485000,72,0.0102,64449434,0,1
39,self_employed,low,29685310,4525812,3676561,849251,1541000,71,0.0133,94810868,0,1
32,freelancer,medium,0,1952794,1177526,775268,2396000,1,0.0535,775268,1620732,0
25,student,low,0,0,0,0,10000,34,0.0121,0,10000,0
23,student,medium,0,0,0,0,1124000,65,0.0327,0,1124000,0
28,student,medium,7201743,0,809844,-809844,10000,91,0.0391,0,10000,0
39,employee,high,41308212,3216395,2432582,783813,1412000,47,0.0964,104710580,0,1
42,employee,low,15539680,2999349,1875057,1124292,1464000,52,0.0244,78870733,0,1
24,student,medium,3662537,0,1232311,-1232311,10000,109,0.0315,0,10000,0
35,self_employed,low,16929031,0,4010049,-4010049,1204000,54,0.0192,0,1204000,0
21,student,medium,0,0,0,0,10000,47,0.0573,0,10000,0
34,employee,low,0,3504762,2397435,1107327,10000,76,0.0272,91727235,0,1
38,employee,low,42594723,3270021,2136794,1133227,1498000,3,0.0132,46138862,0,1
26,self_employed,high,16181239,3940210,2750548,1189662,10000,4,0.088,21472385,0,1
24,self_employed,high,20293571,5567183,3016028,2551155,86000,32,0.0828,116290218,0,1
35,professional,medium,1421379,0,327646,-327646,10000,20,0.0427,0,10000,0
35,employee,low,22399068,4693335,3042751,1650584,2002000,56,0.0282,124212506,0,1
21,student,medium,730370,559935,399017,160918,10000,62,0.0339,11757180,0,1
26,student,medium,1816495,1483050,933174,549876,10000,82,0.0373,53609835,0,1
31,employee,medium,13070573,3323180,1676683,1646497,1011000,26,0.0585,60354516,0,1
49,self_employed,medium,15863174,0,4716524,-4716524,2443000,42,0.0516,0,2443000,0
24,professional,low,16507781,4279199,2162372,2116827,10000,97,0.0244,246830007,0,1
39,freelancer,low,0,0,0,0,10000,79,0.026,0,10000,0
20,student,high,0,650628,523343,127285,1317000,37,0.0993,5483790,0,1
45,self_employed,high,23126375,0,4546353,-4546353,331000,57,0.0956,0,331000,0
25,student,low,0,1138634,669121,469513,10000,62,0.0259,31111500,0,1
28,self_employed,low,4770378,6029334,4306617,1722717,10000,63,0.0228,120554181,0,1
31,freelancer,low,13573661,2904927,1575985,1328942,1161000,12,0.02,29941939,0,1
26,student,medium,0,0,0,0,1484000,45,0.0566,0,1484000,0
22,student,low,0,284954,118838,166116,10000,54,0.0224,9428698,0,1
22,student,medium,4931337,823545,624090,199455,613000,53,0.0381,17326299,0,1
24,student,medium,0,0,0,0,1275000,50,0.059,0,1275000,0
23,student,high,4113858,2133373,1593533,539840,10000,60,0.0645,43778061,0,1
51,freelancer,medium,0,0,0,0,516000,66,0.0544,0,516000,0
24,student,medium,5028036,590324,465476,124848,561000,61,0.0578,15568690,0,1
42,freelancer,medium,16543397,3262367,2261955,1000412,347000,42,0.0503,65558825,0,1
24,student,high,0,0,0,0,10000,72,0.066,0,10000,0
38,employee,low,20888368,3571367,2900927,670440,10000,47,0.014,54436231,0,1
37,freelancer,high,0,4677689,2016249,2661440,10000,78,0.0819,272910751,0,1
43,self_employed,low,14271357,0,3046092,-3046092,10000,23,0.0241,0,10000,0
19,student,low,0,0,0,0,1933000,58,0.0245,0,1933000,0
52,freelancer,low,0,0,0,0,10000,72,0.0214,0,10000,0
33,self_employed,low,621611,0,296885,-296885,2214000,50,0.0145,0,2214000,0
33,professional,low,0,2418941,1251069,1167872,63000,71,0.0106,85535363,0,1
46,self_employed,high,13012314,0,2441682,-2441682,407000,27,0.0651,0,407000,0
31,freelancer,medium,24283108,1823225,883309,939916,559000,36,0.0493,64532159,0,1
27,student,medium,0,69037,52055,16982,526000,47,0.0328,850452,0,1
35,freelancer,high,0,4164005,2566105,1597900,40000,56,0.0874,109999677,0,1
40,employee,low,23468271,2869795,1783056,1086739,446000,9,0.0193,33653978,0,1
41,freelancer,low,0,0,0,0,733000,42,0.0272,0,733000,0
21,student,high,0,668697,381838,286859,1351000,22,0.0753,6744632,0,1
45,self_employed,medium,3343068,823396,773132,50264,875000,36,0.0445,5751609,0,1
33,employee,medium,35611032,5220740,3550388,1670352,2248000,110,0.0555,297978500,0,1
22,freelancer,high,13530597,0,6543742,-6543742,540000,35,0.0993,0,540000,0
27,freelancer,high,16593803,0,8644232,-8644232,10000,45,0.0711,0,10000,0
23,student,low,1713959,0,247827,-247827,10000,59,0.018,0,10000,0
31,freelancer,high,15459511,3712575,2578713,1133862,10000,43,0.0995,80342605,0,1
23,student,medium,0,0,0,0,10000,90,0.0349,0,10000,0
36,freelancer,medium,11495449,0,3610938,-3610938,10000,50,0.0487,0,10000,0
40,freelancer,medium,7351365,0,1974090,-1974090,2823000,13,0.0531,0,2823000,0
21,student,medium,0,0,0,0,10000,102,0.0507,0,10000,0
47,freelancer,medium,0,1532850,841976,690874,578000,67,0.0461,52676775,0,1
20,student,medium,9020960,0,1910715,-1910715,10000,90,0.043,0,10000,0
36,employee,high,16927254,2697792,1450046,1247746,10000,13,0.0875,35553605,0,1
34,employee,medium,10245381,3163119,1609098,1554021,645000,33,0.0478,66371366,0,1
57,self_employed,medium,26503868,3613748,2124618,1489130,1236000,40,0.054,96820871,0,1
41,professional,high,36720770,0,9266180,-9266180,10000,55,0.0931,0,10000,0
32,employee,low,20217462,4488342,2834930,1653412,726000,51,0.0129,107986732,0,1
33,self_employed,medium,20892938,0,8604765,-8604765,1636000,33,0.0402,0,1636000,0
26,student,medium,0,976946,874742,102204,395000,44,0.0527,4948908,0,1
34,professional,medium,44810180,6026561,4365486,1661075,10000,55,0.0533,160406040,0,1
30,self_employed,medium,38784932,6158779,3113705,3045074,722000,48,0.0426,205024833,0,1
42,self_employed,high,52712434,4664617,3171031,1493586,977000,91,0.0723,271383041,0,1
34,employee,medium,6427811,3742327,2333230,1409097,2184000,90,0.032,151285334,0,1
49,employee,high,15534206,2923068,1811627,1111441,2015000,50,0.0675,84531125,0,1
34,freelancer,medium,4804358,0,532091,-532091,830000,27,0.0561,0,830000,0
34,self_employed,high,31197961,2516016,1460265,1055751,10000,8,0.0736,41391565,0,1
32,professional,medium,52925292,5698574,3573232,2125342,1649000,64,0.0459,221358940,0,1
29,professional,high,23271796,0,8226446,-8226446,371000,75,0.0609,0,371000,0
24,student,high,0,1081496,771247,310249,311000,7,0.0656,2207686,0,1
42,self_employed,medium,16084853,1589721,1333567,256154,119000,34,0.0561,28264752,0,1
36,professional,medium,14169386,5483427,2206389,3277038,1098000,58,0.049,231919568,0,1
26,employee,low,28312559,2995674,1996303,999371,10000,47,0.0152,78413360,0,1
50,professional,medium,29948293,4115387,2724259,1391128,708000,41,0.0429,95977401,0,1
28,employee,low,17041891,0,7653890,-7653890,10000,61,0.0161,0,10000,0
24,student,low,2934068,1090204,767618,322586,10000,1,0.0274,3263353,0,1
42,professional,low,24764902,4517296,3087603,1429693,1524000,22,0.0212,57789132,0,1
23,student,low,2892294,0,798438,-798438,881000,81,0.0264,0,881000,0
23,student,medium,4840131,357587,186413,171174,10000,51,0.0576,16043540,0,1
32,freelancer,medium,16212029,0,4242713,-4242713,10000,70,0.0529,0,10000,0
26,student,medium,2200048,0,1172488,-1172488,10000,106,0.031,0,10000,0
47,freelancer,high,0,1992566,1396678,595888,1811000,25,0.0633,15879460,0,1
23,student,low,0,0,0,0,884000,48,0.0173,0,884000,0
22,student,medium,0,0,0,0,10000,1,0.0563,0,10000,0
33,professional,medium,43967157,7043233,4636270,2406963,10000,74,0.0379,255818559,0,1
44,self_employed,low,39497740,0,12253390,-12253390,1364000,48,0.0225,0,1364000,0
45,self_employed,medium,32526472,1163855,903989,259866,1563000,28,0.0595,45142802,0,1
21,student,medium,1241434,0,485765,-485765,862000,54,0.0402,0,862000,0
33,employee,low,9562256,2881383,1712757,1168626,1372000,35,0.0271,52859750,0,1
28,employee,high,13320331,3564431,3018951,545480,10000,84,0.0928,89629436,0,1
24,employee,high,11118935,0,2819879,-2819879,10000,30,0.0857,0,10000,0
29,employee,medium,931732,1967457,1289131,678326,10000,44,0.0589,34379494,0,1
35,employee,low,36106187,2627584,1616027,1011557,866000,4,0.0173,40369836,0,1
21,student,medium,0,1501760,739698,762062,10000,63,0.0525,55140549,0,1
21,student,high,0,1547003,1581437,-34434,10000,8,0.0826,0,10000,0
36,employee,low,34537913,4028314,2719114,1309200,583000,42,0.0156,92952334,0,1
21,student,medium,3127041,1855324,996027,859297,1148000,66,0.0424,67692366,0,1
36,employee,high,9377602,4317536,3158738,1158798,10000,1,0.0665,10588368,0,1
36,employee,low,15817903,3172812,1773177,1399635,167000,25,0.0163,51931110,0,1
39,employee,medium,18670206,4125084,3671343,453741,1212000,39,0.0438,40501015,0,1
27,student,low,6316657,0,3207344,-3207344,923000,65,0.0124,0,923000,0
33,employee,medium,0,3528768,2394233,1134535,1584000,111,0.0585,166557029,0,1
21,student,low,6016003,0,2887752,-2887752,345000,65,0.0287,0,345000,0
29,employee,low,17186703,3698352,2613358,1084994,10000,27,0.0128,47393299,0,1
24,student,medium,2981008,0,1173733,-1173733,10000,71,0.0357,0,10000,0
20,student,low,432212,863296,644166,219130,10000,48,0.0186,11376202,0,1
42,employee,low,37797883,0,18935070,-18935070,10000,61,0.0189,0,10000,0
24,student,medium,6154653,0,1614852,-1614852,1186000,69,0.0382,0,1186000,0
22,student,low,5478233,0,1510125,-1510125,10000,45,0.026,0,10000,0
36,employee,low,15421846,5277485,3052776,2224709,215000,39,0.0265,107312593,0,1
24,student,low,3954588,1113234,672993,440241,54000,59,0.0217,31783775,0,1
27,employee,medium,6584714,3315717,1883647,1432070,728000,59,0.0447,102500354,0,1
52,freelancer,medium,0,0,0,0,988000,65,0.0599,0,988000,0
39,self_employed,high,25910403,0,7881728,-7881728,10000,69,0.0693,0,10000,0
21,student,medium,0,0,0,0,1069000,70,0.0411,0,1069000,0
34,professional,medium,20694464,3331276,2154550,1176726,10000,16,0.0408,41164833,0,1
35,employee,low,8383190,2132683,1361875,770808,831000,54,0.0236,53190263,0,1
25,self_employed,low,0,0,0,0,1684000,43,0.0226,0,1684000,0
39,professional,medium,33012238,4382385,2632064,1750321,10000,43,0.0493,121513964,0,1
31,freelancer,medium,0,2669083,2014037,655046,10000,40,0.0548,28675975,0,1
21,student,high,5805236,673000,367418,305582,55000,74,0.0623,36001100,0,1
38,self_employed,low,29120773,0,7164335,-7164335,10000,65,0.0268,0,10000,0
31,employee,medium,28314643,3798221,2191650,1606571,585000,23,0.0328,68232930,0,1
34,employee,low,23188851,2791481,1456859,1334622,10000,47,0.0203,90337094,0,1
21,student,medium,0,0,0,0,1134000,6,0.054,0,1134000,0
23,student,low,4192023,0,937816,-937816,1574000,79,0.0128,0,1574000,0
31,freelancer,medium,10610110,0,6026535,-6026535,865000,83,0.0503,0,865000,0
33,employee,high,10755524,3674423,2658951,1015472,868000,62,0.0764,92840424,0,1
22,student,high,0,534021,293645,240376,1128000,19,0.069,4811375,0,1
23,student,low,0,523113,580547,-57434,10000,57,0.0106,0,10000,0
25,self_employed,medium,38172706,0,11024226,-11024226,10000,21,0.0323,0,10000,0
20,student,low,7137734,0,3445640,-3445640,872000,64,0.0137,0,872000,0
34,freelancer,high,41579528,3901700,2807409,1094291,947000,47,0.0748,115227082,0,1
22,student,medium,0,1288648,1033132,255516,907000,47,0.0523,13295699,0,1
33,professional,medium,38617473,0,14468032,-14468032,1540000,22,0.05,0,1540000,0
23,student,low,1883576,0,375004,-375004,778000,42,0.018,0,778000,0
37,freelancer,medium,12201809,0,1729118,-1729118,584000,92,0.0464,0,584000,0
39,self_employed,medium,19798936,0,95416,-95416,722000,69,0.0551,19434114,0,1
29,employee,medium,1018050,3648729,2449708,1199021,2242000,53,0.0479,71871497,0,1
35,freelancer,medium,14210506,0,714397,-714397,167000,88,0.0336,0,167000,0
23,student,high,0,0,0,0,928000,24,0.0945,0,928000,0
28,employee,medium,20319144,4563796,2104518,2459278,729000,38,0.0362,121645101,0,1
36,freelancer,medium,32168730,4497139,2339636,2157503,99000,51,0.0588,165933029,0,1
29,self_employed,high,20142147,0,1648865,-1648865,10000,83,0.078,0,10000,0
32,employee,medium,13077858,4173697,2702273,1471424,10000,50,0.0388,95081174,0,1
42,employee,low,7040430,0,1841368,-1841368,10000,61,0.0102,0,10000,0
20,student,low,0,0,0,0,10000,55,0.0112,0,10000,0
35,employee,high,8525696,3014393,2021282,993111,782000,71,0.0659,98525522,0,1
27,student,medium,2638359,1790024,1593905,196119,1777000,52,0.0514,14690983,0,1
23,student,medium,0,0,0,0,10000,63,0.0352,0,10000,0
27,employee,low,28157364,2895470,2063586,831884,868000,67,0.027,92817055,0,1
19,student,low,5744146,0,2659197,-2659197,10000,34,0.0157,0,10000,0
22,freelancer,medium,13070017,3606184,2344108,1262076,497000,76,0.0442,127738818,0,1
36,professional,low,43960148,4500785,2394948,2105837,2084000,1,0.0203,46140351,0,1
39,employee,high,2594195,3938700,2658409,1280291,619000,90,0.0626,150721087,0,1
21,student,low,1167921,1201259,734740,466519,1645000,62,0.0231,32005489,0,1
